1.5605,12.3934
1.4901,11.1957
1.3728,9.8184
1.3456,9.349
1.4382,10.7628
1.4589,11.0919
1.4646,11.1678
1.4638,11.1532
1.46,11.0913
1.4551,11.0072
1.4475,10.8711
1.2725,7.9333
1.2401,7.3294
1.3634,9.238
1.372,9.239
1.3698,9.1385
1.3691,9.0506
1.371,9.0329
1.3722,9.0235
1.371,8.9372
1.3676,8.7383
1.3653,8.399
1.3611,8.0062
1.3283,7.7514
1.3973,8.3925
1.3763,7.824
1.1755,6.3235
-0.7407,-2.3605
0.6429,4.8309
0.6118,4.7159
0.5614,4.4942
0.4435,3.9758
0.5758,4.5486
0.5402,4.3802
0.517,4.2579
0.4933,4.1265
0.4791,4.0323
0.4908,4.0578
0.4717,3.9414
0.4255,3.7515
0.4706,4.0388
0.5033,4.0262
0.2059,1.8417
-0.331,-1.4879
-0.1828,-0.433
0.0747,1.1096
0.0777,1.1773
0.0947,1.3072
0.0725,1.1346
0.0643,1.0749
0.0582,1.0174
0.0526,0.9745
0.0504,0.9431
0.0489,0.9248
0.0512,0.913
0.0521,0.9014
0.0516,0.8806
0.05,0.8593
0.0485,0.8337
0.0465,0.8095
0.0459,0.7864
0.0451,0.7648
0.045,0.741
0.0447,0.7157
0.0475,0.7042
0.0464,0.6623
0.0446,0.6188
0.0452,0.5931
0.0429,0.542
0.0413,0.4868
0.039,0.4326
0.038,0.3808
0.0375,0.3322
0.0386,0.2877
0.0373,0.2474
0.0383,0.2075
0.0397,0.1706
0.0411,0.1345
0.0404,0.084
0.0411,0.0618
0.0426,0.0404
0.0439,0.0199
0.0462,0.0002
0.0483,-0.0189
0.0493,-0.0363
0.0513,-0.0687
0.0534,-0.0859
0.055,-0.1008
0.0581,-0.1166
0.0596,-0.1316
0.0631,-0.1461
0.0644,-0.1586
0.0683,-0.1719
0.0706,-0.1846
0.0743,-0.1967
0.0779,-0.2097
0.0808,-0.2223
0.0849,-0.2355
0.0883,-0.2485
0.0922,-0.2625
0.0962,-0.2764
0.0991,-0.2885
0.103,-0.3027
0.1061,-0.3171
0.1067,-0.3342
0.1049,-0.3532
0.0998,-0.3697
0.0928,-0.3845
0.0864,-0.3985
0.085,-0.4008
0.0842,-0.4039
0.0831,-0.4064
0.0805,-0.4082
0.0792,-0.4107
0.0781,-0.4132
0.0771,-0.4152
0.075,-0.417
0.074,-0.4192
0.0719,-0.4212
0.0716,-0.4238
0.0696,-0.425
0.0688,-0.4255
0.0671,-0.429
0.0663,-0.4303
0.064,-0.434
0.0626,-0.4369
0.0626,-0.4375
0.0605,-0.4415
0.0598,-0.4419
0.0585,-0.4447
0.0583,-0.4458
0.0568,-0.4458
0.0569,-0.4462
0.0568,-0.4457
0.0572,-0.4455
0.0572,-0.4458
0.0565,-0.4464
0.0546,-0.4467
0.0525,-0.4476
0.0466,-0.4485
0.0408,-0.4509
0.0343,-0.4538
0.0274,-0.4568
0.0205,-0.4634
0.0132,-0.4698
0.0096,-0.481
-0.0123,-0.5543
-0.0513,-0.6867
-0.0778,-0.7295
-0.0755,-0.712
-0.0771,-0.6984
-0.0784,-0.6825
-0.0818,-0.6727
-0.0996,-0.6573
-0.1209,-0.5894
-0.1358,-0.5108
-0.1438,-0.4044
-0.1304,-0.3092
-0.1121,-0.3107
-0.1753,-0.3921
-0.2213,-0.4855
-0.2451,-0.5853
-0.2374,-0.6736
-0.219,-0.7437
-0.2068,-0.7944
-0.1813,-0.83
-0.1552,-0.8593
-0.1373,-0.8899
-0.1168,-0.9234
-0.0918,-0.9603
-0.0685,-0.9986
-0.0636,-1.0344
-0.0522,-1.0732
-0.0187,-1.1186
0.0041,-1.1665
0.0144,-1.2122
0.0302,-1.2539
0.0547,-1.2907
0.0779,-1.3242
0.0909,-1.3702
0.1011,-1.4148
0.1195,-1.4548
0.1355,-1.4938
0.1462,-1.5253
0.1527,-1.5382
0.1545,-1.5128
0.1559,-1.4351
0.1605,-1.3092
0.1676,-1.15
0.1767,-0.9647
0.185,-0.7436
0.1941,-0.4845
0.2164,-0.1867
0.2466,0.1418
0.2903,0.4888
0.3455,0.8305
0.4117,1.1385
0.4862,1.3703
0.5488,1.502
0.5928,1.5555
0.6268,1.5724
0.6526,1.5742
0.6752,1.5643
0.6922,1.551
0.7076,1.5333
0.7198,1.5154
0.7294,1.4948
0.7385,1.4734
0.7456,1.4536
0.7519,1.4331
0.7577,1.4072
0.763,1.3849
0.7663,1.3643
0.7704,1.3409
0.771,1.3352
0.7724,1.3287
0.7729,1.3231
0.7752,1.3184
0.775,1.3115
0.7756,1.3063
0.7762,1.3011
0.7777,1.2954
0.7783,1.2902
0.7789,1.2846
0.7863,1.2388
0.7905,1.2134
0.8007,1.1385
0.8002,1.145
0.808,1.1015
0.8093,1.0926
0.816,1.0475
0.8262,0.9756
0.8299,0.9373
0.8418,0.8675
0.8415,0.8605
0.8504,0.8016
0.8618,0.7193
0.8669,0.6868
0.8727,0.6399
0.8802,0.5889
0.887,0.5402
0.901,0.4454
0.9067,0.4072
0.916,0.3446
0.9297,0.2663
0.9528,0.1284
0.9749,-0.0063
0.9891,-0.0829
0.9943,-0.1177
0.9982,-0.1415
1.004,-0.1792
1.0089,-0.2113
1.0182,-0.2652
1.0227,-0.2921
1.0348,-0.3579
1.0429,-0.4004
1.0491,-0.4357
1.0584,-0.4777
1.0687,-0.5239
1.0748,-0.5475
1.0873,-0.6088
1.0937,-0.6443
1.0986,-0.6755
1.1055,-0.7228
1.1164,-0.774
1.1321,-0.8304
1.1482,-0.8815
1.1687,-0.94
1.1815,-0.9669
1.2082,-1.0671
